Store_Dept_Date,Weekly_Sales
32_11_2013-07-19,21810.02
32_12_2013-07-19,5002.63
32_13_2013-07-19,34783.61
32_14_2013-07-19,8370.31
32_16_2013-07-19,19654.06
32_17_2013-07-19,6918.94
32_19_2013-07-19,11
32_20_2013-07-19,6589.32
32_21_2013-07-19,5414.82
32_22_2013-07-19,9591.63
32_23_2013-07-19,15261.99
32_24_2013-07-19,4029.63
32_25_2013-07-19,10307.36
32_26_2013-07-19,4155.57
32_27_2013-07-19,1045
32_28_2013-07-19,282.25
32_29_2013-07-19,3990.5
32_30_2013-07-19,2727.8
32_31_2013-07-19,2505.31
32_32_2013-07-19,10232.85
32_33_2013-07-19,9086.44
32_34_2013-07-19,20651
32_35_2013-07-19,1546.28
32_36_2013-07-19,50
32_37_2013-07-19,2854.54
32_38_2013-07-19,97512.9
32_40_2013-07-19,62653.65
32_41_2013-07-19,3655.5
32_42_2013-07-19,6048.31
32_44_2013-07-19,3557.39
32_46_2013-07-19,15261.68
32_49_2013-07-19,3926.11
32_52_2013-07-19,1917.65
32_54_2013-07-19,18
32_55_2013-07-19,9919.96
32_56_2013-07-19,3393.59
32_58_2013-07-19,7378
32_59_2013-07-19,460.14
32_60_2013-07-19,783
32_67_2013-07-19,7038.81
32_71_2013-07-19,5293.16
32_72_2013-07-19,41762.16
32_74_2013-07-19,13597.02
32_79_2013-07-19,54808.95
32_80_2013-07-19,20529.71
32_81_2013-07-19,19973.09
32_82_2013-07-19,20570.05
32_83_2013-07-19,3569.43
32_85_2013-07-19,1376.38
32_87_2013-07-19,15683.06
32_90_2013-07-19,56644.2
32_91_2013-07-19,48052.06
32_92_2013-07-19,102384.53
32_93_2013-07-19,39989.88
32_94_2013-07-19,64858.14
32_95_2013-07-19,94974.14
32_96_2013-07-19,22595.31
32_97_2013-07-19,20533.71
32_98_2013-07-19,6955.9
32_99_2013-07-19,5
32_1_2013-07-26,16159.1
32_2_2013-07-26,42647.71
32_3_2013-07-26,10046.5
32_4_2013-07-26,26609.56
32_5_2013-07-26,17870.66
32_6_2013-07-26,5027.9
32_7_2013-07-26,28634.9
32_8_2013-07-26,30868.87
32_9_2013-07-26,28455.29
32_10_2013-07-26,18580.9
32_11_2013-07-26,21810.02
32_12_2013-07-26,5066.81
32_13_2013-07-26,34783.61
32_14_2013-07-26,8370.31
32_16_2013-07-26,19654.06
32_17_2013-07-26,6918.94
32_19_2013-07-26,11
32_20_2013-07-26,7373.99
32_21_2013-07-26,5414.82
32_22_2013-07-26,9508.8
32_23_2013-07-26,15261.99
32_24_2013-07-26,4029.63
32_25_2013-07-26,10307.36
32_26_2013-07-26,4143.72
32_27_2013-07-26,1045
32_28_2013-07-26,282.25
32_29_2013-07-26,3990.5
32_30_2013-07-26,2727.8
32_31_2013-07-26,2079.82
32_32_2013-07-26,6128.45
32_33_2013-07-26,8266.59
32_34_2013-07-26,20043.5
32_35_2013-07-26,1546.28
32_36_2013-07-26,1020
32_37_2013-07-26,2619.48
32_38_2013-07-26,97512.9
32_40_2013-07-26,62653.65
32_41_2013-07-26,3655.5
32_42_2013-07-26,5468.69
32_44_2013-07-26,3557.39
32_46_2013-07-26,13998.85
32_49_2013-07-26,3926.11
32_52_2013-07-26,1917.65
32_54_2013-07-26,74.34
32_55_2013-07-26,6889.23
32_56_2013-07-26,3393.59
32_58_2013-07-26,7378
32_59_2013-07-26,480.55
32_60_2013-07-26,783
32_67_2013-07-26,7038.81
32_71_2013-07-26,4275.86
32_72_2013-07-26,46579.85
32_74_2013-07-26,13597.02
32_79_2013-07-26,54808.95
32_80_2013-07-26,20529.71
32_81_2013-07-26,19973.09
32_82_2013-07-26,20570.05
32_83_2013-07-26,3569.43
32_85_2013-07-26,1376.38
32_87_2013-07-26,15683.06
32_90_2013-07-26,54294.83
32_91_2013-07-26,46831.45
32_92_2013-07-26,91844.58
32_93_2013-07-26,37379.81
32_94_2013-07-26,64858.14
32_95_2013-07-26,94974.14
32_96_2013-07-26,17934.86
32_97_2013-07-26,17734.71
32_98_2013-07-26,6955.9
32_99_2013-07-26,5
33_1_2012-11-02,6531.23
33_2_2012-11-02,8218.23
33_3_2012-11-02,324.94
33_4_2012-11-02,5810.87
33_5_2012-11-02,70
33_7_2012-11-02,231.71
33_8_2012-11-02,4842.36
33_9_2012-11-02,26.17
33_10_2012-11-02,101.96
33_11_2012-11-02,163.09
33_12_2012-11-02,5.17
33_13_2012-11-02,7159.9
33_14_2012-11-02,826.18
33_16_2012-11-02,212.47
33_17_2012-11-02,364.18
33_18_2012-11-02,58
33_20_2012-11-02,58.5
33_21_2012-11-02,181.01
33_26_2012-11-02,114.6
33_38_2012-11-02,27842.48
33_40_2012-11-02,7053.15
33_42_2012-11-02,41.12
33_46_2012-11-02,1982.79
33_55_2012-11-02,40
33_59_2012-11-02,6.47
33_60_2012-11-02,171
33_67_2012-11-02,480.02
33_74_2012-11-02,313.12
33_79_2012-11-02,11067.84
33_80_2012-11-02,7266.43
33_81_2012-11-02,8113.7
33_82_2012-11-02,3892
33_83_2012-11-02,1027.17
33_87_2012-11-02,474.98
33_90_2012-11-02,25790.62
33_91_2012-11-02,10770.03
33_92_2012-11-02,33270.81
33_93_2012-11-02,17131.95
33_94_2012-11-02,25943.46
33_95_2012-11-02,37234.29
33_96_2012-11-02,10506.35
33_97_2012-11-02,5938.29
33_98_2012-11-02,5995.32
33_1_2012-11-09,2476.42
33_2_2012-11-09,8218.23
33_3_2012-11-09,311.57
33_4_2012-11-09,7775.39
33_5_2012-11-09,160
33_7_2012-11-09,293.24
33_8_2012-11-09,4119.69
33_9_2012-11-09,24.44
33_10_2012-11-09,233.3
33_11_2012-11-09,168.98
33_12_2012-11-09,16.45
33_13_2012-11-09,8303.1
33_14_2012-11-09,602.16
33_16_2012-11-09,248.24
33_17_2012-11-09,229.42
33_18_2012-11-09,58
33_20_2012-11-09,16
33_21_2012-11-09,181.01
33_23_2012-11-09,6.72
33_26_2012-11-09,114.6
33_38_2012-11-09,20045.23
33_40_2012-11-09,7076.25
33_42_2012-11-09,37.54
33_44_2012-11-09,11.5
33_46_2012-11-09,1996.34
33_49_2012-11-09,5
33_55_2012-11-09,40
33_60_2012-11-09,70.4
33_67_2012-11-09,755.04
33_74_2012-11-09,184.39
33_79_2012-11-09,11067.84
33_80_2012-11-09,6655.85
33_81_2012-11-09,10814.79
33_82_2012-11-09,3892
33_83_2012-11-09,1601.21
33_87_2012-11-09,319.88
33_90_2012-11-09,28000.38
33_91_2012-11-09,13091.57
33_92_2012-11-09,41542.49
33_93_2012-11-09,21829.15
33_94_2012-11-09,27761.28
33_95_2012-11-09,37234.29
33_96_2012-11-09,11491.88
33_97_2012-11-09,5422.77
33_98_2012-11-09,5995.32
33_1_2012-11-16,4846.15
33_2_2012-11-16,8218.23
33_3_2012-11-16,242.83
33_4_2012-11-16,6168.58
33_5_2012-11-16,110
33_7_2012-11-16,257.31
33_8_2012-11-16,4637.73
33_9_2012-11-16,46.54
33_10_2012-11-16,82.29
33_11_2012-11-16,44.26
33_12_2012-11-16,46.93
33_13_2012-11-16,7022.21
33_14_2012-11-16,826.18
33_16_2012-11-16,248.24
33_17_2012-11-16,320.27
33_18_2012-11-16,248.18
33_21_2012-11-16,181.01
33_23_2012-11-16,8.47
33_26_2012-11-16,182.38
33_31_2012-11-16,108.52
33_38_2012-11-16,20135.12
33_40_2012-11-16,6570.3
33_42_2012-11-16,67.91
33_46_2012-11-16,1996.34
33_55_2012-11-16,19
33_60_2012-11-16,96.8
33_67_2012-11-16,775.14
33_74_2012-11-16,313.12
33_79_2012-11-16,13384.54
33_80_2012-11-16,7914.21
33_81_2012-11-16,10814.79
33_82_2012-11-16,3892
33_83_2012-11-16,1601.21
33_87_2012-11-16,180
33_90_2012-11-16,26187.32
33_91_2012-11-16,13448.73
33_92_2012-11-16,41542.49
33_93_2012-11-16,17252.25
33_94_2012-11-16,24015.53
33_95_2012-11-16,20296.85
33_96_2012-11-16,9870.64
33_97_2012-11-16,5422.77
33_98_2012-11-16,6168.21
33_1_2012-11-23,2209.19
33_2_2012-11-23,8218.23
33_3_2012-11-23,338.48
33_4_2012-11-23,7077.81
33_5_2012-11-23,75
33_7_2012-11-23,285.56
33_8_2012-11-23,4119.69
33_9_2012-11-23,35.81
33_10_2012-11-23,82.29
33_11_2012-11-23,141.42
33_12_2012-11-23,13.17
33_13_2012-11-23,7022.21
33_14_2012-11-23,2154.06
33_16_2012-11-23,386.3
33_17_2012-11-23,202.85
33_18_2012-11-23,54.48
33_21_2012-11-23,181.01
33_26_2012-11-23,185.25
33_31_2012-11-23,206.76
33_32_2012-11-23,69.83
33_38_2012-11-23,17220.01
33_40_2012-11-23,7076.25
33_42_2012-11-23,104.72
33_46_2012-11-23,1976.05
33_49_2012-11-23,5
33_55_2012-11-23,55
33_56_2012-11-23,93
33_60_2012-11-23,114.4
33_67_2012-11-23,489.17
33_74_2012-11-23,342.61
33_79_2012-11-23,11067.84
33_80_2012-11-23,6101.03
33_81_2012-11-23,8055.6
33_82_2012-11-23,4481.96
33_83_2012-11-23,1168.76
33_87_2012-11-23,495
33_90_2012-11-23,24498.53
33_91_2012-11-23,10118.08
33_92_2012-11-23,32248.66
33_93_2012-11-23,16328.19
33_94_2012-11-23,21997.3
33_95_2012-11-23,26395.46
33_96_2012-11-23,11632.85
33_97_2012-11-23,4378.73
33_98_2012-11-23,5774.2
33_1_2012-11-30,2311.54
33_2_2012-11-30,8218.23
33_3_2012-11-30,338.48
33_4_2012-11-30,6548.79
33_5_2012-11-30,80
33_7_2012-11-30,288.14
33_8_2012-11-30,4119.69
33_9_2012-11-30,35.81
33_10_2012-11-30,82.29
33_11_2012-11-30,190.51
33_12_2012-11-30,13.17
33_13_2012-11-30,7022.21
33_14_2012-11-30,1004.41
33_16_2012-11-30,139.05
33_17_2012-11-30,202.85
33_18_2012-11-30,264.72
33_21_2012-11-30,181.01
33_26_2012-11-30,129.07
33_32_2012-11-30,5
33_38_2012-11-30,20135.12
33_40_2012-11-30,7076.25
33_41_2012-11-30,18.75
33_42_2012-11-30,136.03
33_46_2012-11-30,1976.05
33_55_2012-11-30,10
33_56_2012-11-30,5
33_60_2012-11-30,162
33_67_2012-11-30,332.67
33_74_2012-11-30,164.06
33_79_2012-11-30,11067.84
33_80_2012-11-30,6261.24
33_81_2012-11-30,7629.04
33_82_2012-11-30,4481.96
33_83_2012-11-30,1061.72
33_87_2012-11-30,289.48
33_90_2012-11-30,22704.96
33_91_2012-11-30,9225.35
33_92_2012-11-30,30174.87
33_93_2012-11-30,17463.87
33_94_2012-11-30,21997.3
33_95_2012-11-30,26395.46
33_96_2012-11-30,9870.64
33_97_2012-11-30,4055.83
33_98_2012-11-30,5774.2
33_1_2012-12-07,2247
33_2_2012-12-07,8218.23
33_3_2012-12-07,323.23
33_4_2012-12-07,6643.57
33_5_2012-12-07,85
33_7_2012-12-07,907.61
33_8_2012-12-07,4119.69
33_9_2012-12-07,46.54
33_10_2012-12-07,82.29
33_11_2012-12-07,139.95
33_12_2012-12-07,35.42
33_13_2012-12-07,8556.96
33_14_2012-12-07,1142.04
33_16_2012-12-07,227.38
33_17_2012-12-07,339.79
33_18_2012-12-07,99.44
33_21_2012-12-07,181.01
33_26_2012-12-07,141.21
33_31_2012-12-07,10
33_38_2012-12-07,17582.8
33_40_2012-12-07,7076.25
33_42_2012-12-07,37.54
33_46_2012-12-07,1996.34
33_49_2012-12-07,5
33_55_2012-12-07,64.76
33_56_2012-12-07,233.88
33_60_2012-12-07,105.6
33_67_2012-12-07,781.14
33_74_2012-12-07,164.06
33_79_2012-12-07,11067.84
33_80_2012-12-07,7266.43
33_81_2012-12-07,9594.85
33_82_2012-12-07,4481.96
33_83_2012-12-07,1601.21
33_87_2012-12-07,328.65
33_90_2012-12-07,29073.94
33_91_2012-12-07,13091.57
33_92_2012-12-07,36955
33_93_2012-12-07,21829.15
33_94_2012-12-07,22457.84
33_95_2012-12-07,31275.99
33_96_2012-12-07,9870.64
33_97_2012-12-07,5577.11
33_98_2012-12-07,5995.32
33_1_2012-12-14,4411.61
33_2_2012-12-14,8218.23
33_3_2012-12-14,323.23
33_4_2012-12-14,6643.57
33_5_2012-12-14,90
33_7_2012-12-14,907.61
33_8_2012-12-14,4119.69
33_9_2012-12-14,15.88
33_10_2012-12-14,82.29
33_11_2012-12-14,139.95
33_12_2012-12-14,15.98
33_13_2012-12-14,8556.96
33_14_2012-12-14,1075.93
33_16_2012-12-14,227.38
33_17_2012-12-14,259.99
33_18_2012-12-14,957.54
33_20_2012-12-14,16
33_21_2012-12-14,181.01
33_22_2012-12-14,12.88
33_26_2012-12-14,141.21
33_31_2012-12-14,72
33_38_2012-12-14,17220.01
33_40_2012-12-14,7076.25
33_42_2012-12-14,52.39
33_46_2012-12-14,1996.34
33_55_2012-12-14,64.76
33_56_2012-12-14,233.88
33_60_2012-12-14,176
33_67_2012-12-14,852.84
33_74_2012-12-14,164.06
33_79_2012-12-14,11067.84
33_80_2012-12-14,7266.43
33_81_2012-12-14,9594.85
33_82_2012-12-14,4481.96
33_83_2012-12-14,1237.74
33_87_2012-12-14,328.65
33_90_2012-12-14,29073.94
33_91_2012-12-14,12313.06
33_92_2012-12-14,36955
33_93_2012-12-14,21829.15
33_94_2012-12-14,23941.82
33_95_2012-12-14,25352.57
33_96_2012-12-14,9870.64
33_97_2012-12-14,5577.11
33_98_2012-12-14,6168.21
33_1_2012-12-21,4411.61
33_2_2012-12-21,8218.23
33_3_2012-12-21,303.79
33_4_2012-12-21,6548.79
33_5_2012-12-21,90
33_7_2012-12-21,984.76
33_8_2012-12-21,3873.84
33_9_2012-12-21,15.63
33_10_2012-12-21,82.29
33_11_2012-12-21,227.76
33_12_2012-12-21,30.97
33_13_2012-12-21,6854
33_14_2012-12-21,1042.18
33_16_2012-12-21,227.38
33_17_2012-12-21,259.99
33_18_2012-12-21,479.3
33_21_2012-12-21,181.01
33_22_2012-12-21,12.88
33_26_2012-12-21,94.07
33_31_2012-12-21,206.76
33_38_2012-12-21,21353.37
33_40_2012-12-21,7783.06
33_42_2012-12-21,68.52
33_46_2012-12-21,1670.92
33_49_2012-12-21,5
33_52_2012-12-21,5
33_55_2012-12-21,7
33_56_2012-12-21,20.64
33_60_2012-12-21,123.2
33_67_2012-12-21,852.84
33_74_2012-12-21,164.06
33_79_2012-12-21,11067.84
33_80_2012-12-21,6261.24
33_81_2012-12-21,6554.48
33_82_2012-12-21,4481.96
33_83_2012-12-21,728.25
33_87_2012-12-21,328.65
33_90_2012-12-21,25632.9
33_91_2012-12-21,7506.18
33_92_2012-12-21,29724.51
33_93_2012-12-21,17444.22
33_94_2012-12-21,21997.3
33_95_2012-12-21,24026.2
33_96_2012-12-21,10378.61
33_97_2012-12-21,4628.62
33_98_2012-12-21,6168.21
33_1_2012-12-28,2437.25
33_2_2012-12-28,8218.23
33_3_2012-12-28,301.55
33_4_2012-12-28,7775.39
33_5_2012-12-28,75
33_7_2012-12-28,984.76
33_8_2012-12-28,4637.73
33_9_2012-12-28,55.08
33_10_2012-12-28,82.29
33_11_2012-12-28,190.51
33_12_2012-12-28,30.97
33_13_2012-12-28,6854
33_14_2012-12-28,1247.76
33_16_2012-12-28,386.3
33_17_2012-12-28,176.7
33_18_2012-12-28,723
33_21_2012-12-28,181.01
33_22_2012-12-28,12.88
33_26_2012-12-28,122.75
33_38_2012-12-28,21353.37
33_40_2012-12-28,7783.06
33_42_2012-12-28,98.75
33_44_2012-12-28,11.5
33_46_2012-12-28,1670.92
33_49_2012-12-28,5
33_55_2012-12-28,7
33_60_2012-12-28,123.2
33_67_2012-12-28,507.9
33_74_2012-12-28,184.39
33_79_2012-12-28,13384.54
33_80_2012-12-28,7586.13
33_81_2012-12-28,6554.48
33_82_2012-12-28,3560.5
33_83_2012-12-28,728.25
33_87_2012-12-28,390
33_90_2012-12-28,24183.31
33_91_2012-12-28,7506.18
33_92_2012-12-28,30698.14
33_93_2012-12-28,17463.87
33_94_2012-12-28,21997.3
33_95_2012-12-28,20823.12
33_96_2012-12-28,9870.64
33_97_2012-12-28,4105.47
33_98_2012-12-28,5774.2
33_1_2013-01-04,1981.18
33_2_2013-01-04,8218.23
33_3_2013-01-04,397.39
33_4_2013-01-04,5816.61
33_5_2013-01-04,85
33_7_2013-01-04,136.31
33_8_2013-01-04,3975.82
33_9_2013-01-04,8.05
33_10_2013-01-04,82.29
33_11_2013-01-04,227.76
33_12_2013-01-04,11.97
33_13_2013-01-04,6597.49
33_14_2013-01-04,826.18
33_16_2013-01-04,865.1
33_17_2013-01-04,253.61
33_18_2013-01-04,616.25
33_21_2013-01-04,181.01
33_22_2013-01-04,18.89
33_26_2013-01-04,142.5
33_31_2013-01-04,9
33_38_2013-01-04,22130.61
33_40_2013-01-04,7268.8
33_42_2013-01-04,41.12
33_46_2013-01-04,2892.96
33_49_2013-01-04,11.45
33_55_2013-01-04,14
33_60_2013-01-04,96.8
33_67_2013-01-04,553.39
33_74_2013-01-04,393.57
33_79_2013-01-04,11067.84
33_80_2013-01-04,7266.43
33_81_2013-01-04,18134.09
33_82_2013-01-04,3560.5
33_83_2013-01-04,2047.91
33_87_2013-01-04,440.56
33_90_2013-01-04,25790.62
33_91_2013-01-04,8378.93
33_92_2013-01-04,34020.3
33_93_2013-01-04,17131.95
33_94_2013-01-04,18663.23
33_95_2013-01-04,25642.35
33_96_2013-01-04,9870.64
33_97_2013-01-04,4797.11
33_98_2013-01-04,9033.17
33_1_2013-01-11,2339.78
33_2_2013-01-11,8218.23
33_3_2013-01-11,516.93
33_4_2013-01-11,7775.39
33_5_2013-01-11,90
33_7_2013-01-11,168.29
33_8_2013-01-11,4716.98
33_9_2013-01-11,23.7
33_10_2013-01-11,82.29
33_11_2013-01-11,252.26
33_12_2013-01-11,5.54
33_13_2013-01-11,8303.1
33_14_2013-01-11,826.18
33_16_2013-01-11,865.1
33_17_2013-01-11,320.27
33_18_2013-01-11,53.38
33_21_2013-01-11,181.01
33_22_2013-01-11,14.97
33_26_2013-01-11,182.38
33_38_2013-01-11,22572.38
33_40_2013-01-11,7990.21
33_42_2013-01-11,72.69
33_46_2013-01-11,2892.96
33_55_2013-01-11,14
33_60_2013-01-11,211.2
33_67_2013-01-11,371.44
33_74_2013-01-11,362.99
33_79_2013-01-11,13384.54
33_80_2013-01-11,7964.09
33_81_2013-01-11,11133.73
33_82_2013-01-11,3631.44
33_83_2013-01-11,2028.23
33_87_2013-01-11,285
33_90_2013-01-11,28000.38
33_91_2013-01-11,7951.91
33_92_2013-01-11,42243.79
33_93_2013-01-11,21829.15
33_94_2013-01-11,24642.57
33_95_2013-01-11,25642.35
33_96_2013-01-11,9870.64
33_97_2013-01-11,5151.84
33_98_2013-01-11,9033.17
33_1_2013-01-18,2339.78
33_2_2013-01-18,8218.23
33_3_2013-01-18,519.29
33_4_2013-01-18,6237.04
33_5_2013-01-18,90
33_7_2013-01-18,168.29
33_8_2013-01-18,4560.03
33_9_2013-01-18,15.88
33_10_2013-01-18,82.29
33_11_2013-01-18,252.26
33_12_2013-01-18,21.65
33_13_2013-01-18,7271.35
33_14_2013-01-18,826.18
33_16_2013-01-18,449.6
33_17_2013-01-18,193.1
33_18_2013-01-18,156.43
33_20_2013-01-18,38.29
33_21_2013-01-18,181.01
33_22_2013-01-18,14.97
33_23_2013-01-18,5
33_26_2013-01-18,124.04
33_31_2013-01-18,72
33_38_2013-01-18,20135.12
33_40_2013-01-18,7912.63
33_42_2013-01-18,72.69
33_44_2013-01-18,5
33_46_2013-01-18,2471.54
33_55_2013-01-18,14
33_60_2013-01-18,211.2
33_67_2013-01-18,371.44
33_74_2013-01-18,353.43
33_79_2013-01-18,11067.84
33_80_2013-01-18,6567.54
33_81_2013-01-18,11133.73
33_82_2013-01-18,3631.44
33_83_2013-01-18,2028.23
33_87_2013-01-18,289.48
33_90_2013-01-18,24120.83
33_91_2013-01-18,6822.97
33_92_2013-01-18,34299.64
33_93_2013-01-18,17252.25
33_94_2013-01-18,25735.89
33_95_2013-01-18,25642.35
33_96_2013-01-18,9870.64
33_97_2013-01-18,6461.64
33_98_2013-01-18,6730.59
33_1_2013-01-25,2339.78
33_2_2013-01-25,8218.23
33_3_2013-01-25,519.29
33_4_2013-01-25,6309.68
33_5_2013-01-25,90
33_7_2013-01-25,189.41
33_8_2013-01-25,4637.73
33_9_2013-01-25,5
33_10_2013-01-25,82.29
33_11_2013-01-25,141.42
33_12_2013-01-25,35.53
33_13_2013-01-25,7271.35
33_14_2013-01-25,775.51
33_16_2013-01-25,256.54
33_17_2013-01-25,320.27
33_18_2013-01-25,159.19
33_20_2013-01-25,12.25
33_21_2013-01-25,181.01
33_22_2013-01-25,14.97
33_26_2013-01-25,209.64
33_31_2013-01-25,57
33_38_2013-01-25,21353.37
33_40_2013-01-25,7589.38
33_42_2013-01-25,94.94
33_46_2013-01-25,2254.65
33_49_2013-01-25,5
33_55_2013-01-25,14
33_60_2013-01-25,117
33_67_2013-01-25,522.88
33_74_2013-01-25,362.99
33_79_2013-01-25,13384.54
33_80_2013-01-25,6433.53
33_81_2013-01-25,11133.73
33_82_2013-01-25,3209.13
33_83_2013-01-25,2018.45
33_87_2013-01-25,328.65
33_90_2013-01-25,23943.2
33_91_2013-01-25,6793.59
33_92_2013-01-25,32161.61
33_93_2013-01-25,17444.22
33_94_2013-01-25,21997.3
33_95_2013-01-25,24381.56
33_96_2013-01-25,9870.64
33_97_2013-01-25,4639.44
33_98_2013-01-25,6642.76
33_1_2013-02-01,3345.71
33_2_2013-02-01,8218.23
33_3_2013-02-01,397.39
33_4_2013-02-01,5816.61
33_5_2013-02-01,85
33_7_2013-02-01,216.11
33_8_2013-02-01,4660.16
33_9_2013-02-01,15.88
33_10_2013-02-01,82.29
33_11_2013-02-01,152.72
33_12_2013-02-01,11.97
33_13_2013-02-01,6621.65
33_14_2013-02-01,1061.75
33_16_2013-02-01,310.37
33_17_2013-02-01,253.61
33_18_2013-02-01,156.43
33_20_2013-02-01,134
33_21_2013-02-01,181.01
33_22_2013-02-01,18.89
33_23_2013-02-01,8.47
33_26_2013-02-01,159.96
33_31_2013-02-01,9
33_38_2013-02-01,22948.45
33_40_2013-02-01,7268.8
33_42_2013-02-01,41.12
33_46_2013-02-01,2531.14
33_49_2013-02-01,5
33_55_2013-02-01,14
33_60_2013-02-01,176
33_67_2013-02-01,327.83
33_74_2013-02-01,264.73
33_79_2013-02-01,11067.84
33_80_2013-02-01,7266.43
33_81_2013-02-01,12409.9
33_82_2013-02-01,4481.96
33_83_2013-02-01,2629.7
33_87_2013-02-01,440.56
33_90_2013-02-01,25790.62
33_91_2013-02-01,6974.1
33_92_2013-02-01,34020.3
33_93_2013-02-01,17131.95
33_94_2013-02-01,18663.23
33_95_2013-02-01,25642.35
33_96_2013-02-01,9870.64
33_97_2013-02-01,4797.11
33_98_2013-02-01,6050.53
33_1_2013-02-08,3624.59
33_2_2013-02-08,8218.23
33_3_2013-02-08,516.93
33_4_2013-02-08,6237.04
33_5_2013-02-08,165
33_7_2013-02-08,477.01
33_8_2013-02-08,4716.98
33_9_2013-02-08,46.54
33_10_2013-02-08,129.14
33_11_2013-02-08,207.05
33_12_2013-02-08,7.54
33_13_2013-02-08,8248.35
33_14_2013-02-08,783.47
33_16_2013-02-08,214.47
33_17_2013-02-08,320.27
33_18_2013-02-08,156.43
33_20_2013-02-08,16.92
33_21_2013-02-08,181.01
33_22_2013-02-08,38.64
33_26_2013-02-08,209.64
33_31_2013-02-08,18
33_38_2013-02-08,22948.45
33_40_2013-02-08,7912.63
33_42_2013-02-08,71.95
33_46_2013-02-08,2254.65
33_49_2013-02-08,5
33_55_2013-02-08,14
33_60_2013-02-08,105.6
33_67_2013-02-08,416.11
33_74_2013-02-08,438.52
33_79_2013-02-08,13384.54
33_80_2013-02-08,7571.65
33_81_2013-02-08,17285.08
33_82_2013-02-08,3209.13
33_83_2013-02-08,1469.52
33_87_2013-02-08,225
33_90_2013-02-08,28000.38
33_91_2013-02-08,6551.17
33_92_2013-02-08,37908.97
33_93_2013-02-08,21829.15
33_94_2013-02-08,25914.88
33_95_2013-02-08,25642.35
33_96_2013-02-08,11491.88
33_97_2013-02-08,5745.37
33_98_2013-02-08,6898.44
33_1_2013-02-15,4411.61
33_2_2013-02-15,8218.23
33_3_2013-02-15,516.93
33_4_2013-02-15,6309.68
33_5_2013-02-15,90
33_7_2013-02-15,136.31
33_8_2013-02-15,4716.98
33_9_2013-02-15,55.08
33_10_2013-02-15,82.29
33_11_2013-02-15,252.26
33_12_2013-02-15,30.97
33_13_2013-02-15,8303.1
33_14_2013-02-15,826.18
33_16_2013-02-15,449.6
33_17_2013-02-15,320.27
33_18_2013-02-15,53.38
33_20_2013-02-15,134
33_21_2013-02-15,181.01
33_22_2013-02-15,12.88
33_26_2013-02-15,209.64
33_31_2013-02-15,108.52
33_38_2013-02-15,21353.37
33_40_2013-02-15,7589.38
33_41_2013-02-15,57.5
33_42_2013-02-15,71.95
33_46_2013-02-15,2254.65
33_49_2013-02-15,5
33_55_2013-02-15,14
33_60_2013-02-15,132
33_67_2013-02-15,393.5
33_74_2013-02-15,362.99
33_79_2013-02-15,13384.54
33_80_2013-02-15,7571.65
33_81_2013-02-15,10978.91
33_82_2013-02-15,3631.44
33_83_2013-02-15,1469.52
33_87_2013-02-15,335.6
33_90_2013-02-15,28000.38
33_91_2013-02-15,7510.75
33_92_2013-02-15,40960.79
33_93_2013-02-15,21829.15
33_94_2013-02-15,25735.89
33_95_2013-02-15,25642.35
33_96_2013-02-15,9870.64
33_97_2013-02-15,5151.84
33_98_2013-02-15,6642.76
33_1_2013-02-22,6971.28
33_2_2013-02-22,8218.23
33_3_2013-02-22,519.29
33_4_2013-02-22,7775.39
33_5_2013-02-22,90
33_7_2013-02-22,168.29
33_8_2013-02-22,4712.1
33_9_2013-02-22,35.81
33_10_2013-02-22,73.63
33_11_2013-02-22,219.12
33_12_2013-02-22,15.98
33_13_2013-02-22,7199.13
33_14_2013-02-22,826.18
33_16_2013-02-22,865.1
33_17_2013-02-22,229.42
33_18_2013-02-22,650.53
33_20_2013-02-22,12.25
33_21_2013-02-22,181.01
33_22_2013-02-22,12.88
33_26_2013-02-22,133.86
33_31_2013-02-22,24
33_32_2013-02-22,40
33_38_2013-02-22,13806.73
33_40_2013-02-22,7990.21
33_42_2013-02-22,104.72
33_46_2013-02-22,2892.96
33_49_2013-02-22,5
33_55_2013-02-22,14
33_60_2013-02-22,176
33_67_2013-02-22,393.5
33_74_2013-02-22,413.42
33_79_2013-02-22,11067.84
33_80_2013-02-22,6509.15
33_81_2013-02-22,15463.35
33_82_2013-02-22,3653.13
33_83_2013-02-22,1461.64
33_87_2013-02-22,474.98
33_90_2013-02-22,25632.9
33_91_2013-02-22,7196.12
33_92_2013-02-22,32248.66
33_93_2013-02-22,17444.22
33_94_2013-02-22,21997.3
33_95_2013-02-22,25302.57
33_96_2013-02-22,11491.88
33_97_2013-02-22,4889.18
33_98_2013-02-22,7997.26
33_1_2013-03-01,6971.28
33_2_2013-03-01,8218.23
33_3_2013-03-01,516.93
33_4_2013-03-01,6162.08
33_5_2013-03-01,90
33_7_2013-03-01,216.11
33_8_2013-03-01,4716.98
33_9_2013-03-01,46.54
33_10_2013-03-01,101.96
33_11_2013-03-01,152.72
33_12_2013-03-01,11.97
33_13_2013-03-01,7086.74
33_14_2013-03-01,1452.76
33_16_2013-03-01,449.6
33_17_2013-03-01,320.27
33_18_2013-03-01,156.43
33_20_2013-03-01,134
33_21_2013-03-01,181.01
33_22_2013-03-01,12.88
33_26_2013-03-01,209.64
33_31_2013-03-01,10
33_32_2013-03-01,45
33_38_2013-03-01,22948.45
